Year,Quarter,Region,Low Emissions,Medium Emissions,High Emissions,Very High Emissions
2116,4,2,"$2,863,842.92","$3,837,029.07","$6,107,306.33","$20,397,267.56"
2116,4,3,"$1,827,511.63","$2,226,251.92","$4,090,093.09","$12,768,315.32"
2116,4,4,"$457,239.30","$624,489.11","$1,110,046.93","$3,877,108.10"
2116,4,5,"$456,300.44","$501,855.51","$972,572.38","$3,352,534.78"
2116,4,6,"$355,247.72","$453,927.59","$868,588.19","$3,029,633.45"
2117,1,1,"$1,618,491.98","$1,927,193.39","$3,044,039.34","$9,008,237.16"
2117,1,2,"$3,114,609.59","$3,406,596.33","$5,432,152.17","$23,365,198.97"
2117,1,3,"$575,477.11","$614,098.66","$778,683.16","$1,541,034.53"
2117,1,4,"$175,650.25","$250,902.95","$410,329.80","$1,348,721.23"
2117,1,5,"$2,344,777.31","$2,173,488.81","$4,340,573.81","$16,976,597.03"
2117,1,6,"$2,427,460.73","$3,625,774.60","$6,734,474.11","$23,575,884.81"
2117,2,1,"$1,562,964.53","$1,854,298.67","$2,954,196.02","$8,807,861.47"
2117,2,2,"$4,287,934.62","$4,497,401.49","$10,223,151.61","$31,799,729.17"
2117,2,3,"$865,247.90","$993,687.50","$1,511,342.50","$4,249,117.30"
2117,2,4,"$347,060.82","$444,928.15","$865,561.64","$2,936,162.83"
2117,2,5,"$1,430,225.47","$3,374,553.55","$6,964,946.42","$23,604,365.36"
2117,2,6,"$2,934,829.17","$4,291,689.97","$7,734,647.96","$30,354,667.36"
2117,3,1,"$55,694,166.72","$57,038,915.92","$96,773,061.15","$373,187,068.74"
2117,3,2,"$14,873,471.61","$26,222,631.56","$62,318,050.51","$215,149,201.25"
2117,3,3,"$8,998,132.09","$15,268,941.73","$27,980,796.12","$106,778,451.19"
2117,3,4,"$10,163,173.54","$19,498,234.07","$33,272,781.92","$136,410,285.16"
2117,3,5,"$21,540,123.22","$16,387,874.84","$43,973,926.87","$159,200,730.04"
2117,3,6,"$18,508,509.39","$22,295,939.66","$55,398,802.07","$237,169,699.28"
2117,4,1,"$2,517,962.97","$3,317,621.16","$5,622,950.65","$18,756,188.29"
2117,4,2,"$2,672,670.63","$3,705,279.98","$6,309,047.59","$21,319,374.98"
2117,4,3,"$1,675,495.79","$2,256,297.25","$4,110,325.06","$13,764,989.63"
2117,4,4,"$438,473.90","$632,602.41","$1,134,218.18","$3,775,430.61"
2117,4,5,"$421,166.99","$574,340.95","$977,410.88","$3,498,437.59"
2117,4,6,"$327,034.03","$446,808.59","$919,056.58","$3,174,928.59"
2118,1,1,"$1,590,086.69","$1,912,419.05","$3,003,905.24","$9,076,410.54"
2118,1,2,"$2,953,424.50","$3,704,941.06","$7,167,369.62","$25,223,176.04"
2118,1,3,"$580,928.94","$614,571.52","$782,502.19","$1,581,826.16"
2118,1,4,"$195,170.58","$251,867.59","$416,715.26","$1,368,194.42"
2118,1,5,"$1,836,963.05","$3,004,778.90","$5,116,679.42","$20,659,959.29"
2118,1,6,"$2,962,007.83","$3,727,415.80","$5,442,543.06","$23,063,595.44"
2118,2,1,"$1,591,786.02","$1,887,222.57","$3,014,707.95","$8,702,436.69"
2118,2,2,"$3,876,896.74","$4,703,078.17","$8,861,573.67","$31,497,663.72"
2118,2,3,"$853,096.32","$1,015,002.95","$1,501,132.84","$4,318,614.16"
2118,2,4,"$336,578.29","$444,203.85","$842,546.10","$2,912,564.17"
2118,2,5,"$2,263,971.43","$3,565,621.55","$5,389,157.77","$23,319,639.24"
2118,2,6,"$2,703,518.49","$3,654,040.28","$7,252,936.38","$30,905,525.50"
2118,3,1,"$36,226,378.07","$60,474,006.32","$122,010,873.09","$418,228,452.33"
2118,3,2,"$11,847,737.58","$25,558,564.84","$64,319,265.53","$219,707,881.54"
2118,3,3,"$10,120,774.20","$16,241,324.38","$27,681,837.36","$115,162,338.58"
2118,3,4,"$14,253,725.69","$14,588,689.36","$36,048,064.82","$131,111,180.51"
2118,3,5,"$10,513,967.25","$23,158,386.42","$48,186,539.07","$149,309,538.86"
2118,3,6,"$24,394,030.10","$26,143,057.95","$62,221,825.32","$239,896,496.92"
2118,4,1,"$2,586,016.56","$3,372,561.27","$5,898,871.16","$18,796,448.10"
2118,4,2,"$2,816,406.96","$3,497,709.70","$6,240,380.77","$21,511,444.31"
2118,4,3,"$1,763,316.15","$2,246,653.28","$4,067,296.11","$13,747,566.96"
2118,4,4,"$462,538.15","$608,126.49","$1,174,036.42","$4,049,754.29"
2118,4,5,"$463,146.41","$546,158.18","$981,612.86","$3,419,419.22"
2118,4,6,"$364,166.31","$468,014.63","$885,948.54","$3,253,966.51"
2119,1,1,"$1,706,674.80","$1,923,980.67","$3,052,998.81","$9,250,842.85"
2119,1,2,"$3,189,542.55","$3,778,269.25","$6,345,528.28","$24,651,929.22"
2119,1,3,"$565,298.51","$603,040.23","$776,411.20","$1,632,788.56"
2119,1,4,"$195,522.66","$239,991.31","$426,250.79","$1,399,818.36"
2119,1,5,"$1,416,337.11","$2,709,539.88","$6,050,792.60","$18,036,440.68"
2119,1,6,"$2,556,670.13","$3,286,463.55","$5,573,884.74","$23,091,344.32"
2119,2,1,"$1,559,268.44","$1,857,676.68","$2,970,780.37","$8,927,432.57"
2119,2,2,"$3,328,734.50","$3,410,327.31","$9,252,537.97","$31,797,560.57"
2119,2,3,"$857,741.80","$999,495.45","$1,522,500.27","$4,413,316.36"
2119,2,4,"$348,246.60","$452,274.25","$834,229.25","$2,993,883.40"
2119,2,5,"$1,737,834.79","$3,117,865.91","$7,429,521.77","$23,537,488.46"
2119,2,6,"$3,091,984.07","$2,699,649.60","$7,546,383.86","$32,275,151.24"
2119,3,1,"$29,401,065.33","$49,774,585.49","$112,321,900.55","$429,091,414.23"
2119,3,2,"$24,609,911.33","$29,080,239.52","$53,373,105.31","$204,965,004.13"
2119,3,3,"$8,116,402.46","$20,430,592.86","$36,373,548.70","$110,027,507.67"
2119,3,4,"$14,668,765.96","$18,009,213.34","$45,114,714.45","$148,976,245.96"
2119,3,5,"$13,910,760.78","$24,922,945.12","$38,683,059.87","$170,337,172.18"
2119,3,6,"$18,493,594.51","$22,692,050.96","$60,905,325.92","$218,457,526.38"
2119,4,1,"$2,701,796.89","$3,361,330.25","$5,977,697.99","$18,823,021.87"
2119,4,2,"$2,761,271.59","$3,573,197.68","$6,404,923.40","$22,408,640.49"
2119,4,3,"$1,827,196.21","$2,289,688.01","$4,231,514.73","$13,891,055.15"
2119,4,4,"$437,820.50","$611,346.96","$1,126,842.36","$4,100,628.85"
2119,4,5,"$401,727.97","$515,504.58","$1,032,482.44","$3,390,776.96"
2119,4,6,"$329,658.81","$457,212.47","$949,157.53","$3,161,190.05"
2120,1,1,"$1,605,744.93","$1,965,982.70","$3,003,787.49","$9,605,371.47"
2120,1,2,"$3,208,760.45","$2,846,866.86","$6,953,128.65","$23,448,399.79"
2120,1,3,"$570,185.34","$608,735.52","$783,465.32","$1,621,063.67"
2120,1,4,"$193,261.61","$241,245.38","$439,925.12","$1,496,266.56"
2120,1,5,"$2,486,708.92","$2,066,705.60","$4,321,734.41","$18,810,401.16"
2120,1,6,"$3,632,543.60","$4,160,242.76","$5,820,393.85","$23,777,799.13"
2120,2,1,"$1,595,651.77","$1,859,013.82","$3,003,657.01","$8,981,756.60"
2120,2,2,"$4,681,674.06","$5,342,055.87","$9,771,512.11","$31,664,741.98"
2120,2,3,"$855,159.99","$992,056.24","$1,529,408.62","$4,474,189.56"
2120,2,4,"$342,778.23","$431,995.24","$839,117.17","$3,043,247.07"
2120,2,5,"$3,415,725.97","$2,947,137.53","$6,906,628.83","$25,621,742.74"
2120,2,6,"$2,798,906.40","$4,332,820.94","$7,958,579.86","$30,785,162.67"
2120,3,1,"$47,679,838.11","$49,204,066.10","$85,732,517.32","$396,879,794.84"
2120,3,2,"$17,491,224.70","$32,859,996.28","$54,045,884.13","$221,801,764.77"
2120,3,3,"$9,543,050.38","$17,747,455.53","$28,950,533.51","$106,542,381.00"
2120,3,4,"$18,574,159.45","$20,659,777.52","$34,242,347.05","$155,087,129.23"
2120,3,5,"$16,800,484.84","$34,274,678.75","$48,590,730.36","$167,753,570.66"
2120,3,6,"$27,840,104.92","$24,612,737.49","$63,161,858.97","$244,679,647.03"
2120,4,1,"$2,576,265.37","$3,226,447.12","$5,729,027.38","$19,241,964.34"
2120,4,2,"$2,808,286.61","$3,498,382.68","$6,402,478.90","$22,659,111.02"
2120,4,3,"$1,894,439.70","$2,159,403.56","$4,025,655.12","$14,535,693.64"
2120,4,4,"$459,784.88","$612,775.52","$1,206,590.78","$4,145,854.27"
2120,4,5,"$436,375.67","$473,486.98","$1,066,495.84","$3,471,733.60"
2120,4,6,"$325,875.98","$414,099.75","$843,730.85","$3,251,059.27"
2121,1,1,"$1,581,107.93","$1,898,642.41","$3,172,918.21","$9,570,845.21"
2121,1,2,"$3,567,377.00","$3,730,150.01","$7,084,133.50","$24,918,873.08"
2121,1,3,"$562,573.13","$615,771.57","$769,538.54","$1,663,270.89"
2121,1,4,"$209,662.61","$233,518.17","$405,806.15","$1,440,918.46"
2121,1,5,"$1,364,691.67","$2,802,012.67","$5,289,232.62","$19,287,019.82"
2121,1,6,"$1,427,190.33","$3,624,563.56","$6,445,478.01","$24,262,658.62"
2121,2,1,"$1,549,670.41","$1,899,920.86","$3,109,443.61","$9,217,038.87"
2121,2,2,"$4,215,299.33","$4,827,229.31","$9,866,134.20","$33,193,042.25"
2121,2,3,"$851,381.27","$1,010,383.99","$1,545,642.49","$4,546,044.21"
2121,2,4,"$342,135.85","$437,083.56","$846,710.17","$3,090,868.28"
2121,2,5,"$2,326,687.91","$2,588,339.08","$6,674,401.67","$25,365,954.85"
2121,2,6,"$2,905,775.33","$3,941,218.43","$6,870,493.97","$32,957,194.29"
2121,3,1,"$49,845,016.63","$71,951,125.26","$86,754,715.52","$397,358,867.66"
2121,3,2,"$18,015,370.37","$26,047,304.39","$57,392,200.32","$246,843,856.51"
2121,3,3,"$14,246,595.43","$15,347,678.93","$29,493,441.17","$107,506,018.64"
2121,3,4,"$11,870,892.40","$19,741,033.77","$38,928,153.96","$142,265,150.95"
2121,3,5,"$18,495,965.40","$25,624,873.75","$58,414,408.56","$182,795,460.85"
2121,3,6,"$26,068,165.60","$27,957,904.01","$47,058,765.42","$236,982,931.06"
2121,4,1,"$2,501,759.43","$3,227,410.33","$5,654,048.26","$20,166,527.26"
2121,4,2,"$2,583,477.23","$3,653,613.55","$6,555,791.86","$23,009,267.40"
2121,4,3,"$1,732,443.71","$2,173,948.29","$4,100,896.38","$14,452,747.13"
2121,4,4,"$426,053.31","$585,845.54","$1,105,712.95","$4,107,494.53"
2121,4,5,"$436,890.48","$528,957.11","$967,008.79","$3,533,328.48"
2121,4,6,"$337,028.99","$464,544.69","$905,245.28","$3,367,625.44"
2122,1,1,"$1,638,449.82","$1,941,783.32","$3,119,867.22","$9,853,003.29"
2122,1,2,"$3,133,644.52","$4,509,397.51","$7,173,106.30","$23,934,596.08"
2122,1,3,"$554,888.49","$599,463.75","$793,683.44","$1,701,566.52"
2122,1,4,"$195,265.80","$248,070.70","$433,392.30","$1,425,879.91"
2122,1,5,"$2,387,689.24","$2,753,657.11","$4,348,833.59","$18,857,153.77"
2122,1,6,"$1,747,067.55","$2,613,006.25","$5,628,714.87","$25,223,304.96"
2122,2,1,"$1,591,653.10","$1,849,216.17","$3,003,205.74","$9,460,365.33"
2122,2,2,"$4,182,411.29","$5,381,484.02","$8,910,229.32","$38,290,562.00"
2122,2,3,"$843,323.25","$982,044.39","$1,544,493.68","$4,566,852.67"
2122,2,4,"$350,401.17","$448,220.61","$852,443.79","$3,125,065.22"
2122,2,5,"$3,130,443.23","$3,829,207.47","$6,992,665.22","$25,441,393.29"
2122,2,6,"$2,211,722.88","$4,128,673.97","$8,298,050.42","$30,566,648.76"
2122,3,1,"$39,088,809.45","$45,871,351.59","$92,908,378.78","$433,667,214.31"
2122,3,2,"$16,474,838.24","$27,677,732.78","$51,650,622.45","$222,719,964.98"
2122,3,3,"$9,265,264.47","$15,620,759.96","$24,952,331.12","$109,479,502.02"
2122,3,4,"$12,998,832.23","$17,441,446.18","$37,694,951.26","$148,426,954.73"
2122,3,5,"$12,606,758.50","$18,030,090.81","$49,654,301.32","$171,219,754.33"
2122,3,6,"$21,165,591.91","$44,321,779.12","$52,988,254.60","$246,911,137.89"
2122,4,1,"$2,286,016.36","$3,177,077.08","$5,783,508.06","$20,591,162.57"
2122,4,2,"$2,646,785.05","$3,403,718.91","$6,457,246.37","$23,167,570.15"
2122,4,3,"$1,743,157.57","$2,171,834.28","$4,104,833.65","$14,701,508.59"
2122,4,4,"$463,729.69","$583,833.44","$1,099,980.52","$4,304,770.48"
2122,4,5,"$397,637.97","$563,461.33","$1,027,753.08","$3,754,260.68"
2122,4,6,"$337,931.28","$457,076.93","$933,550.87","$3,381,004.85"
2123,1,1,"$1,581,060.78","$1,885,756.09","$3,240,768.27","$10,161,198.86"
2123,1,2,"$2,369,693.77","$3,598,611.32","$6,631,227.57","$24,409,976.86"
2123,1,3,"$556,675.54","$612,403.22","$759,856.52","$1,724,569.03"
2123,1,4,"$196,044.37","$238,556.52","$437,067.45","$1,504,234.68"
2123,1,5,"$2,542,680.14","$2,402,845.62","$4,969,577.84","$18,494,791.10"
2123,1,6,"$1,785,916.68","$2,514,429.83","$6,017,941.98","$24,504,934.04"
2123,2,1,"$1,585,566.46","$1,925,490.51","$3,072,042.92","$9,489,367.99"
2123,2,2,"$3,928,236.34","$5,069,869.88","$9,334,054.84","$34,883,691.43"
2123,2,3,"$852,722.14","$991,137.31","$1,550,224.08","$4,681,918.72"
2123,2,4,"$343,103.05","$433,540.72","$883,748.92","$3,214,538.48"
2123,2,5,"$2,497,690.81","$2,622,195.06","$6,365,642.42","$24,714,651.81"
2123,2,6,"$3,223,185.62","$4,283,906.04","$8,781,913.03","$34,819,599.93"
2123,3,1,"$41,388,237.93","$53,776,936.39","$124,090,694.52","$469,611,496.30"
2123,3,2,"$20,116,659.65","$21,493,503.41","$61,205,550.39","$216,526,505.07"
2123,3,3,"$14,649,710.24","$14,592,294.50","$36,438,982.53","$129,539,137.38"
2123,3,4,"$13,927,915.69","$12,293,575.14","$41,150,350.07","$141,263,332.70"
2123,3,5,"$15,318,865.57","$23,890,514.34","$42,606,340.23","$190,816,656.74"
2123,3,6,"$16,729,302.58","$23,390,133.59","$72,460,296.39","$230,955,689.53"
2123,4,1,"$2,569,309.00","$3,331,502.27","$5,965,691.41","$20,775,117.19"
2123,4,2,"$2,683,995.95","$3,413,958.04","$6,327,811.66","$23,004,745.44"
2123,4,3,"$1,710,834.22","$2,292,026.47","$4,316,662.48","$15,288,321.66"
2123,4,4,"$424,606.85","$553,508.79","$1,141,872.65","$4,390,525.65"
2123,4,5,"$396,195.68","$534,430.12","$1,050,065.77","$3,746,476.15"
2123,4,6,"$325,595.60","$486,375.02","$997,097.57","$3,537,183.09"
2124,1,1,"$1,587,770.06","$1,954,048.98","$3,136,610.99","$10,157,747.57"
2124,1,2,"$2,594,406.86","$3,736,060.91","$7,128,495.55","$25,754,504.32"
2124,1,3,"$563,538.18","$610,145.25","$784,136.86","$1,764,375.04"
2124,1,4,"$199,007.17","$226,479.03","$437,544.71","$1,492,625.97"
2124,1,5,"$1,747,183.45","$2,829,222.88","$5,468,600.34","$22,040,558.29"
2124,1,6,"$2,146,987.58","$2,916,996.04","$6,865,066.26","$27,146,505.23"
2124,2,1,"$1,562,201.36","$1,838,021.69","$3,083,882.10","$9,782,033.62"
2124,2,2,"$3,429,605.19","$4,641,971.35","$9,732,178.00","$34,368,941.96"
2124,2,3,"$841,683.23","$983,094.36","$1,552,323.66","$4,746,128.85"
2124,2,4,"$334,919.09","$443,213.99","$866,065.17","$3,240,583.36"
2124,2,5,"$1,913,456.49","$3,174,026.31","$8,398,715.06","$27,145,589.71"
2124,2,6,"$2,768,579.81","$3,914,231.33","$7,353,485.79","$32,434,739.17"
2124,3,1,"$46,736,569.53","$48,530,475.31","$95,795,594.12","$484,483,212.34"
2124,3,2,"$23,801,363.66","$25,614,256.71","$54,301,029.87","$231,897,676.22"
2124,3,3,"$16,743,398.45","$12,231,613.39","$30,794,723.03","$124,990,896.83"
2124,3,4,"$10,225,222.85","$15,427,717.91","$41,597,253.49","$141,186,135.79"
2124,3,5,"$12,908,291.30","$30,873,480.78","$43,279,011.94","$178,488,791.02"
2124,3,6,"$27,449,339.54","$21,304,443.51","$69,874,750.65","$226,562,038.85"
2124,4,1,"$2,441,994.78","$3,196,155.21","$5,776,509.84","$21,078,440.69"
2124,4,2,"$2,562,142.30","$3,493,774.61","$6,601,665.68","$23,740,426.18"
2124,4,3,"$1,670,834.73","$2,269,458.85","$4,076,344.29","$15,132,430.34"
2124,4,4,"$432,440.76","$597,178.26","$1,146,403.33","$4,422,834.47"
2124,4,5,"$385,401.30","$494,375.91","$960,830.11","$3,757,688.42"
2124,4,6,"$327,727.35","$420,081.24","$928,879.32","$3,804,657.49"
2125,1,1,"$1,546,607.36","$1,911,188.68","$3,152,215.81","$10,635,272.08"
2125,1,2,"$3,403,044.37","$3,138,570.38","$6,612,550.94","$25,008,518.46"
2125,1,3,"$563,249.87","$611,966.64","$779,270.01","$1,745,079.39"
2125,1,4,"$179,901.27","$233,337.31","$447,981.15","$1,525,790.42"
2125,1,5,"$1,225,880.76","$2,889,219.64","$5,066,427.67","$22,056,904.11"
2125,1,6,"$2,958,349.99","$3,310,624.03","$5,685,699.90","$24,860,540.11"
2125,2,1,"$1,573,367.79","$1,886,032.29","$3,124,297.68","$9,969,938.56"
2125,2,2,"$3,421,286.83","$4,532,562.95","$8,766,996.53","$35,991,443.85"
2125,2,3,"$862,277.42","$981,771.01","$1,574,822.26","$4,811,066.35"
2125,2,4,"$340,386.37","$435,935.53","$875,016.47","$3,328,682.35"
2125,2,5,"$2,164,213.24","$3,909,963.62","$6,344,751.05","$23,318,544.16"
2125,2,6,"$3,191,599.31","$4,648,516.19","$8,956,677.81","$33,446,133.79"
2125,3,1,"$35,079,675.24","$50,806,510.72","$96,635,378.55","$428,683,251.08"
2125,3,2,"$19,686,121.78","$21,967,703.40","$70,349,328.00","$233,777,448.53"
2125,3,3,"$8,176,959.03","$16,710,200.50","$29,176,603.69","$131,303,337.18"
2125,3,4,"$14,669,324.44","$16,547,866.47","$37,482,833.88","$141,359,539.67"
2125,3,5,"$10,979,467.31","$22,045,123.82","$49,826,569.14","$216,665,216.60"
2125,3,6,"$20,449,486.40","$34,569,646.44","$56,188,644.13","$258,667,211.53"
2125,4,1,"$2,497,668.32","$3,177,047.86","$5,966,947.75","$21,414,559.52"
2125,4,2,"$2,849,419.63","$3,661,909.73","$6,654,652.14","$24,214,794.83"
2125,4,3,"$1,732,448.54","$2,074,658.87","$4,182,822.15","$15,598,345.62"
2125,4,4,"$450,749.16","$598,684.20","$1,129,941.62","$4,501,540.46"
2125,4,5,"$383,791.83","$552,045.72","$975,814.85","$3,907,308.13"
2125,4,6,"$331,244.42","$490,343.47","$895,437.79","$3,579,191.55"
2126,1,1,"$1,571,085.41","$1,950,843.80","$3,067,949.16","$10,532,856.73"
2126,1,2,"$3,410,446.53","$3,421,638.84","$7,808,779.78","$30,259,916.63"
2126,1,3,"$567,028.41","$614,446.09","$781,876.42","$1,792,721.82"
2126,1,4,"$203,352.27","$226,598.64","$448,607.86","$1,574,952.01"
2126,1,5,"$2,233,539.34","$2,436,141.16","$5,776,100.62","$19,681,446.40"
2126,1,6,"$2,385,982.37","$3,901,546.10","$7,270,917.46","$28,624,282.48"
2126,2,1,"$1,513,085.64","$1,836,125.02","$3,099,015.14","$10,325,282.62"
2126,2,2,"$3,270,977.85","$4,599,213.52","$9,836,714.45","$35,848,684.05"
2126,2,3,"$836,672.63","$991,606.85","$1,589,962.57","$4,937,880.63"
2126,2,4,"$340,154.76","$444,023.52","$864,429.80","$3,425,721.09"
2126,2,5,"$1,634,258.30","$2,910,750.04","$6,392,923.98","$23,436,782.68"
2126,2,6,"$3,976,352.82","$4,764,180.11","$9,352,852.90","$36,541,125.62"
2126,3,1,"$36,395,624.34","$43,326,358.03","$124,263,606.85","$450,562,919.74"
2126,3,2,"$17,793,491.23","$29,386,145.59","$64,039,313.28","$245,073,315.40"
2126,3,3,"$13,496,036.47","$16,865,759.91","$31,603,805.55","$128,519,288.36"
2126,3,4,"$9,859,374.94","$23,853,334.66","$36,541,759.86","$170,968,848.92"
2126,3,5,"$19,197,803.14","$26,637,019.13","$48,835,267.87","$211,457,101.86"
2126,3,6,"$15,327,280.22","$41,699,143.59","$58,000,467.55","$256,789,389.09"
2126,4,1,"$2,507,117.64","$3,280,395.43","$5,884,488.51","$21,213,093.39"
2126,4,2,"$2,823,978.42","$3,536,149.65","$6,731,548.32","$25,162,359.29"
2126,4,3,"$1,704,565.51","$2,233,187.66","$4,280,434.21","$15,893,723.34"
2126,4,4,"$441,183.67","$552,718.09","$1,113,506.34","$4,508,889.56"
2126,4,5,"$391,036.87","$518,716.42","$1,019,385.17","$3,942,591.80"
2126,4,6,"$320,715.16","$475,507.23","$1,038,396.50","$3,593,390.33"
2127,1,1,"$1,549,080.86","$1,992,394.53","$3,187,312.19","$10,719,464.16"
2127,1,2,"$3,102,695.18","$4,019,568.45","$7,604,186.05","$26,723,609.86"
2127,1,3,"$564,051.10","$617,515.44","$762,375.69","$1,838,473.38"
2127,1,4,"$194,719.34","$225,103.73","$397,108.29","$1,594,844.31"
2127,1,5,"$1,560,630.50","$1,827,828.59","$5,662,395.86","$21,732,217.78"
2127,1,6,"$2,113,505.80","$3,349,573.00","$6,704,006.89","$26,286,481.94"
2127,2,1,"$1,547,691.52","$1,865,845.98","$3,113,629.94","$10,200,712.21"
2127,2,2,"$4,858,921.81","$4,780,899.35","$9,727,861.94","$35,943,846.87"
2127,2,3,"$840,519.49","$974,885.86","$1,575,635.26","$4,967,631.54"
2127,2,4,"$330,048.17","$434,867.25","$897,889.56","$3,363,493.18"
2127,2,5,"$3,102,022.74","$3,244,647.17","$5,586,769.08","$28,525,801.79"
2127,2,6,"$3,529,093.88","$3,823,252.78","$8,437,557.80","$34,734,536.09"
2127,3,1,"$30,528,419.76","$46,923,919.15","$104,450,835.41","$461,128,136.34"
2127,3,2,"$26,154,977.36","$23,488,128.48","$67,589,324.16","$229,487,198.22"
2127,3,3,"$9,981,232.19","$15,201,512.00","$32,962,945.74","$130,636,722.03"
2127,3,4,"$9,738,783.43","$20,257,757.88","$39,477,117.37","$161,848,555.82"
2127,3,5,"$17,120,964.05","$22,778,654.00","$51,757,455.93","$192,338,453.17"
2127,3,6,"$27,306,732.62","$23,475,012.84","$64,450,404.88","$256,751,677.88"
2127,4,1,"$2,495,222.20","$3,059,394.03","$6,029,730.46","$21,543,161.91"
2127,4,2,"$2,599,309.46","$3,371,337.15","$6,767,502.66","$25,024,664.51"
2127,4,3,"$1,739,717.78","$2,106,134.14","$4,108,173.72","$16,068,457.09"
2127,4,4,"$466,895.96","$607,435.93","$1,225,637.12","$4,728,611.28"
2127,4,5,"$365,131.52","$507,002.57","$1,009,799.93","$3,895,386.58"
2127,4,6,"$306,936.13","$460,617.16","$930,156.31","$3,680,032.32"
2128,1,1,"$1,530,493.98","$1,873,972.85","$3,224,171.26","$11,003,157.40"
2128,1,2,"$2,496,147.68","$3,534,802.07","$6,527,689.60","$29,219,342.16"
2128,1,3,"$570,342.31","$603,082.70","$777,164.63","$1,826,935.58"
2128,1,4,"$182,697.84","$236,763.15","$427,663.97","$1,632,199.94"
2128,1,5,"$960,993.87","$2,925,354.14","$6,280,835.80","$21,565,258.30"
2128,1,6,"$2,271,912.63","$4,168,724.21","$5,687,619.16","$27,596,114.02"
2128,2,1,"$1,539,482.62","$1,889,027.32","$3,117,948.58","$10,637,908.94"
2128,2,2,"$3,936,545.06","$4,941,406.93","$11,301,210.94","$39,392,733.78"
2128,2,3,"$839,935.44","$972,932.91","$1,595,006.45","$5,058,651.87"
2128,2,4,"$330,107.44","$443,462.77","$888,945.20","$3,494,913.20"
2128,2,5,"$2,049,326.35","$3,700,646.79","$6,414,810.97","$27,424,209.48"
2128,2,6,"$2,641,071.57","$4,107,609.46","$7,792,589.96","$35,625,238.67"
2128,3,1,"$42,771,814.65","$46,120,854.17","$115,121,836.12","$433,311,142.94"
2128,3,2,"$18,684,611.32","$22,973,830.72","$60,120,221.09","$242,419,496.05"
2128,3,3,"$6,411,799.02","$15,372,433.23","$33,850,011.60","$123,301,003.70"
2128,3,4,"$10,438,097.66","$18,326,614.74","$46,022,795.35","$177,104,322.78"
2128,3,5,"$20,079,080.96","$26,418,406.13","$45,160,282.02","$206,724,611.35"
2128,3,6,"$27,864,362.19","$35,137,694.86","$59,828,550.85","$273,498,960.90"
2128,4,1,"$2,534,001.49","$3,149,851.28","$5,884,864.07","$22,454,493.24"
2128,4,2,"$2,765,967.69","$3,399,069.12","$6,581,709.88","$25,089,563.42"
2128,4,3,"$1,545,579.95","$2,107,950.70","$4,266,324.14","$16,500,676.79"
2128,4,4,"$428,962.38","$624,841.78","$1,187,124.53","$4,842,053.76"
2128,4,5,"$389,208.60","$492,617.66","$1,023,451.30","$4,091,767.34"
2128,4,6,"$306,619.62","$473,139.71","$969,365.87","$3,822,654.17"
2129,1,1,"$1,530,142.60","$1,865,700.75","$3,233,794.86","$11,071,710.64"
2129,1,2,"$3,154,506.30","$3,340,410.99","$7,410,515.95","$27,880,694.79"
2129,1,3,"$560,999.26","$604,106.56","$773,850.69","$1,850,035.31"
2129,1,4,"$184,881.92","$229,588.62","$431,336.10","$1,657,055.74"
2129,1,5,"$2,007,417.38","$2,093,847.03","$6,218,616.11","$21,776,138.10"
2129,1,6,"$2,299,143.97","$3,862,665.07","$6,697,079.38","$27,650,069.02"
2129,2,1,"$1,553,898.87","$1,845,514.93","$3,186,411.17","$10,542,573.40"
2129,2,2,"$3,942,743.37","$5,530,158.66","$9,133,883.61","$33,652,701.59"
2129,2,3,"$832,586.95","$983,776.15","$1,592,519.06","$5,143,977.02"
2129,2,4,"$332,642.31","$438,330.03","$899,584.42","$3,471,957.06"
2129,2,5,"$2,445,798.70","$2,926,466.30","$5,566,470.98","$30,493,072.06"
2129,2,6,"$2,085,515.95","$2,563,014.45","$7,366,147.51","$36,520,226.13"
2129,3,1,"$35,944,799.89","$52,566,146.40","$89,341,666.19","$442,686,065.62"
2129,3,2,"$24,259,600.01","$28,618,012.66","$68,178,831.20","$280,519,638.05"
2129,3,3,"$11,732,981.29","$15,854,941.38","$33,453,064.30","$128,900,778.42"
2129,3,4,"$14,185,278.33","$20,035,368.23","$49,161,592.98","$169,481,752.79"
2129,3,5,"$18,243,784.68","$23,232,884.49","$49,158,896.73","$208,664,400.46"
2129,3,6,"$23,484,395.04","$21,698,506.06","$57,600,508.80","$266,143,488.51"
2129,4,1,"$2,538,536.88","$3,134,122.25","$5,946,019.78","$23,292,961.37"
2129,4,2,"$2,533,052.55","$3,435,190.43","$6,714,016.93","$25,363,416.54"
2129,4,3,"$1,731,583.08","$2,323,429.07","$4,198,746.08","$15,941,412.55"
2129,4,4,"$446,976.64","$535,613.84","$1,238,543.86","$4,889,123.61"
2129,4,5,"$396,866.90","$503,280.98","$1,006,702.73","$4,101,251.08"
2129,4,6,"$329,149.62","$415,989.80","$950,560.36","$3,911,203.51"
2130,1,1,"$1,580,953.95","$1,840,792.89","$3,350,431.22","$11,043,465.27"
2130,1,2,"$2,521,760.28","$3,482,453.17","$7,492,313.10","$29,573,424.72"
2130,1,3,"$568,678.09","$605,447.25","$785,038.88","$1,872,897.37"
2130,1,4,"$175,309.39","$250,570.00","$430,540.31","$1,643,571.38"
